L,O,1
1500.97,-9.26,-23.43
1500.98,-9.39,-23.14
1500.99,-9.38,-22.92
1501.0,-9.2,-22.75
1501.01,-9.4,-22.39
1501.02,-9.93,-21.88
1501.03,-9.88,-21.72
1501.04,-9.76,-21.61
1501.05,-9.67,-21.57
1501.06,-9.57,-21.43
1501.07,-9.47,-21.29
1501.08,-9.38,-21.2
1501.09,-9.31,-21.09
1501.1,-9.24,-20.99
1501.11,-9.18,-20.89
1501.12,-9.11,-20.8
1501.13,-9.05,-20.7
1501.14,-9.01,-20.64
1501.15,-8.72,-20.68
1501.16,-8.54,-20.69
1501.17,-8.47,-20.67
1501.18,-8.44,-20.59
1501.19,-8.38,-20.55
1501.2,-8.17,-20.51
1501.21,-8.13,-20.42
1501.22,-8.12,-20.4
1501.23,-8.15,-20.34
1501.24,-8.18,-20.26
1501.25,-8.21,-20.26
1501.26,-8.27,-20.21
1501.27,-8.28,-20.19
1501.28,-8.33,-20.19
1501.29,-8.4,-20.21
1501.3,-8.47,-20.22
1501.31,-8.54,-20.23
1501.32,-8.6,-20.27
1501.33,-8.65,-20.29
1501.34,-8.72,-20.35
1501.35,-8.83,-20.44
1501.36,-8.92,-20.49
1501.37,-8.98,-20.57
1501.38,-9.02,-20.65
1501.39,-9.09,-20.7
1501.4,-9.21,-20.82
1501.41,-9.32,-20.94
1501.42,-9.37,-21.01
1501.43,-9.37,-21.1
1501.44,-9.43,-21.22
1501.45,-9.58,-21.29
1501.46,-9.74,-21.4
1501.47,-9.8,-21.51
1501.48,-9.78,-21.56
1501.49,-9.73,-21.72
1501.5,-9.86,-21.8
1501.51,-10.02,-21.87
1501.52,-10.09,-22.02
1501.53,-9.99,-22.2
1501.54,-9.89,-22.34
1501.55,-9.87,-22.56
1501.56,-9.98,-22.69
1501.57,-10.04,-22.86
1501.58,-9.98,-23.04
1501.59,-9.86,-23.26
1501.6,-9.79,-23.46
1501.61,-9.78,-23.71
1501.62,-9.8,-24.07
1501.63,-9.76,-24.33
1501.64,-9.68,-24.64
1501.65,-9.62,-24.9
1501.66,-9.57,-25.23
1501.67,-9.55,-25.54
1501.68,-9.55,-25.87
1501.69,-9.52,-26.29
1501.7,-9.48,-26.7
1501.71,-9.45,-27.1
1501.72,-9.41,-27.53
1501.73,-9.39,-27.98
1501.74,-9.43,-28.5
1501.75,-9.38,-28.97
1501.76,-9.34,-29.46
1501.77,-9.32,-30.02
1501.78,-9.29,-30.58
1501.79,-9.32,-31.2
1501.8,-9.5,-32.36
1501.81,-9.98,-34.47
1501.82,-9.92,-35.32
1501.83,-9.75,-35.78
1501.84,-9.61,-35.99
1501.85,-9.51,-35.94
1501.86,-9.42,-35.67
1501.87,-9.33,-35.25
1501.88,-9.26,-34.77
1501.89,-9.19,-34.0
1501.9,-9.11,-33.38
1501.91,-8.54,-32.39
1501.92,-8.47,-31.91
1501.93,-8.43,-31.46
1501.94,-8.25,-31.45
1501.95,-8.16,-31.41
1501.96,-8.17,-30.71
1501.97,-8.18,-30.25
1501.98,-8.18,-29.53
1501.99,-8.19,-29.06
1502.0,-8.18,-28.55
1502.01,-8.18,-28.12
1502.02,-8.18,-27.58
1502.03,-8.21,-27.14
1502.04,-8.23,-26.7
1502.05,-8.25,-26.27
1502.06,-8.28,-25.95
1502.07,-8.32,-25.57
1502.08,-8.37,-25.18
1502.09,-8.42,-24.84
1502.1,-8.48,-24.55
1502.11,-8.55,-24.27
1502.12,-8.61,-23.98
1502.13,-8.73,-23.68
1502.14,-8.83,-23.44
1502.15,-8.91,-23.18
1502.16,-9.0,-22.94
1502.17,-9.1,-22.74
1502.18,-9.21,-22.57
1502.19,-9.34,-22.37
1502.2,-9.42,-22.22
1502.21,-9.48,-22.03
1502.22,-9.55,-21.89
1502.23,-9.63,-21.75
1502.24,-9.73,-21.6
1502.25,-9.77,-21.47
1502.26,-9.79,-21.36
1502.27,-9.78,-21.28
1502.28,-9.83,-21.13
1502.29,-9.85,-21.03
1502.3,-9.82,-20.95
1502.31,-9.81,-20.84
1502.32,-9.78,-20.79
1502.33,-9.79,-20.73
1502.34,-9.8,-20.64
1502.35,-9.81,-20.59
1502.36,-9.82,-20.55
1502.37,-9.8,-20.47
1502.38,-9.8,-20.45
1502.39,-9.8,-20.38
1502.4,-9.78,-20.33
1502.41,-9.76,-20.23
1502.42,-9.71,-20.21
1502.43,-9.66,-20.16
1502.44,-9.65,-20.14
1502.45,-9.64,-20.11
1502.46,-9.59,-20.06
1502.47,-9.51,-20.09
1502.48,-9.47,-20.09
1502.49,-9.42,-20.08
1502.5,-9.38,-20.11
1502.51,-9.37,-20.08
1502.52,-9.31,-20.12
1502.53,-9.25,-20.18
1502.54,-9.2,-20.23
1502.55,-9.19,-20.29
1502.56,-9.27,-20.4
1502.57,-9.1,-20.43
1502.58,-9.08,-20.52
1502.59,-9.05,-20.6
1502.6,-9.02,-20.66
1502.61,-9.01,-20.8
1502.62,-8.97,-20.91
1502.63,-8.94,-21.04
1502.64,-8.89,-21.22
1502.65,-8.85,-21.34
1502.66,-8.8,-21.46
1502.67,-8.76,-21.65
1502.68,-8.7,-21.77
1502.69,-8.67,-21.85
1502.7,-8.62,-22.03
1502.71,-8.58,-22.19
1502.72,-8.56,-22.33
1502.73,-8.51,-22.52
1502.74,-8.47,-22.75
1502.75,-8.45,-22.88
1502.76,-8.43,-23.1
1502.77,-8.41,-23.32
1502.78,-8.41,-23.51
1502.79,-8.41,-23.73
1502.8,-8.41,-24.03
1502.81,-8.45,-24.29
1502.82,-8.47,-24.57
1502.83,-8.47,-24.88
1502.84,-8.49,-25.25
1502.85,-8.51,-25.58
1502.86,-8.55,-25.94
1502.87,-8.62,-26.23
1502.88,-8.69,-26.68
1502.89,-8.72,-27.14
1502.9,-8.75,-27.61
1502.91,-8.83,-28.06
1502.92,-8.91,-28.54
1502.93,-8.97,-29.16
1502.94,-9.04,-29.66
1502.95,-9.1,-30.26
1502.96,-9.15,-30.86
1502.97,-9.24,-31.51
1502.98,-9.33,-32.23
1502.99,-9.41,-32.84
1503.0,-9.46,-33.53
1503.01,-9.48,-34.21
1503.02,-9.53,-34.87
1503.03,-9.63,-35.31
1503.04,-9.75,-35.54
1503.05,-9.84,-35.73
1503.06,-9.85,-35.71
1503.07,-9.89,-35.44
1503.08,-9.92,-34.88
1503.09,-9.97,-34.31
1503.1,-9.97,-33.68
1503.11,-9.98,-32.93
1503.12,-9.92,-32.31
1503.13,-9.88,-31.65
1503.14,-9.87,-30.98
1503.15,-9.85,-30.36
1503.16,-9.87,-29.8
1503.17,-9.8,-29.2
1503.18,-9.75,-28.75
1503.19,-9.69,-28.26
1503.2,-9.65,-27.79
1503.21,-9.65,-27.32
1503.22,-9.63,-26.95
1503.23,-9.6,-26.53
1503.24,-9.56,-26.15
1503.25,-9.52,-25.78
1503.26,-9.49,-25.39
1503.27,-9.46,-25.08
1503.28,-9.44,-24.82
1503.29,-9.39,-24.53
1503.3,-9.37,-24.15
1503.31,-9.32,-23.9
1503.32,-9.31,-23.64
1503.33,-9.28,-23.42
1503.34,-9.23,-23.2
1503.35,-9.19,-22.94
1503.36,-9.16,-22.69
1503.37,-9.13,-22.51
1503.38,-9.09,-22.29
1503.39,-9.06,-22.09
1503.4,-8.99,-21.98
1503.41,-8.94,-21.77
1503.42,-8.9,-21.62
1503.43,-8.87,-21.51
1503.44,-8.82,-21.3
1503.45,-8.75,-21.16
1503.46,-8.71,-21.06
1503.47,-8.67,-20.92
1503.48,-8.63,-20.84
1503.49,-8.59,-20.77
1503.5,-8.55,-20.67
1503.51,-8.52,-20.58
1503.52,-8.5,-20.55
1503.53,-8.47,-20.47
1503.54,-8.47,-20.43
1503.55,-8.46,-20.35
1503.56,-8.43,-20.29
1503.57,-8.41,-20.24
1503.58,-8.41,-20.22
1503.59,-8.4,-20.17
1503.6,-8.41,-20.12
1503.61,-8.44,-20.11
1503.62,-8.46,-20.02
1503.63,-8.48,-20.02
1503.64,-8.49,-20.02
1503.65,-8.53,-19.98
1503.66,-8.57,-20.0
1503.67,-8.62,-20.02
1503.68,-8.68,-20.01
1503.69,-8.73,-20.02
1503.7,-8.8,-20.11
1503.71,-8.87,-20.09
1503.72,-8.94,-20.15
1503.73,-9.02,-20.22
1503.74,-9.11,-20.23
1503.75,-9.18,-20.32
1503.76,-9.25,-20.41
1503.77,-9.36,-20.45
1503.78,-9.41,-20.61
1503.79,-9.5,-20.77
1503.8,-9.57,-20.83
1503.81,-9.6,-20.94
1503.82,-9.66,-21.06
1503.83,-9.74,-21.15
1503.84,-9.8,-21.29
1503.85,-9.84,-21.48
1503.86,-9.83,-21.61
1503.87,-9.83,-21.76
1503.88,-9.86,-21.96
1503.89,-9.92,-22.11
1503.9,-9.95,-22.31
1503.91,-9.87,-22.53
1503.92,-9.86,-22.73
1503.93,-9.82,-22.97
1503.94,-9.87,-23.14
1503.95,-9.88,-23.36
1503.96,-9.86,-23.56
1503.97,-9.8,-23.86
1503.98,-9.74,-24.16
1503.99,-9.73,-24.44
1504.0,-9.76,-24.71
1504.01,-9.72,-24.99
1504.02,-9.65,-25.3
1504.03,-9.59,-25.66
1504.04,-9.54,-25.99
1504.05,-9.52,-26.44
1504.06,-9.5,-26.91
1504.07,-9.46,-27.32
1504.08,-9.41,-27.77
1504.09,-9.37,-28.29
1504.1,-9.33,-28.92
1504.11,-9.32,-29.41
1504.12,-9.28,-29.99
1504.13,-9.24,-30.67
1504.14,-9.19,-31.41
1504.15,-9.16,-32.1
1504.16,-9.11,-32.87
1504.17,-9.08,-33.55
1504.18,-9.06,-34.27
1504.19,-9.02,-34.99
1504.2,-8.97,-35.45
1504.21,-8.94,-35.77
1504.22,-8.89,-35.9
1504.23,-8.85,-35.79
1504.24,-8.82,-35.42
1504.25,-8.77,-34.89
1504.26,-8.73,-34.15
1504.27,-8.69,-33.42
1504.28,-8.64,-32.65
1504.29,-8.61,-31.91
1504.3,-8.57,-31.17
1504.31,-8.54,-30.39
1504.32,-8.5,-29.9
1504.33,-8.47,-29.22
1504.34,-8.47,-28.69
1504.35,-8.46,-28.2
1504.36,-8.44,-27.7
1504.37,-8.42,-27.21
1504.38,-8.42,-26.72
1504.39,-8.44,-26.28
1504.4,-8.47,-25.91
1504.41,-8.47,-25.57
1504.42,-8.49,-25.19
1504.43,-8.53,-24.8
1504.44,-8.56,-24.54
1504.45,-8.62,-24.28
1504.46,-8.64,-24.04
1504.47,-8.68,-23.69
1504.48,-8.7,-23.49
1504.49,-8.77,-23.24
1504.5,-8.82,-22.99
1504.51,-8.88,-22.8
1504.52,-8.92,-22.61
1504.53,-8.97,-22.39
1504.54,-9.01,-22.21
1504.55,-9.08,-22.04
1504.56,-9.16,-21.85
1504.57,-9.23,-21.68
1504.58,-9.28,-21.52
1504.59,-9.35,-21.34
1504.6,-9.42,-21.21
1504.61,-9.51,-21.08
1504.62,-9.6,-20.92
1504.63,-9.64,-20.83
1504.64,-9.72,-20.72
1504.65,-9.75,-20.6
1504.66,-9.84,-20.48
1504.67,-9.87,-20.39
1504.68,-9.91,-20.26
1504.69,-9.91,-20.22
1504.7,-9.9,-20.15
1504.71,-9.93,-20.09
1504.72,-9.93,-20.03
1504.73,-9.91,-20.04
1504.74,-9.86,-20.01
1504.75,-9.84,-20.01
1504.76,-9.8,-19.98
1504.77,-9.78,-19.96
1504.78,-9.72,-20.0
1504.79,-9.71,-20.01
1504.8,-9.66,-20.01
1504.81,-9.62,-20.03
1504.82,-9.57,-20.08
1504.83,-9.54,-20.07
1504.84,-9.47,-20.12
1504.85,-9.44,-20.16
1504.86,-9.43,-20.14
1504.87,-9.38,-20.2
1504.88,-9.34,-20.23
1504.89,-9.32,-20.3
1504.9,-9.28,-20.38
1504.91,-9.27,-20.43
1504.92,-9.21,-20.55
1504.93,-9.18,-20.61
1504.94,-9.14,-20.71
1504.95,-9.12,-20.78
1504.96,-9.09,-20.91
1504.97,-9.04,-21.07
1504.98,-9.01,-21.21
1504.99,-8.96,-21.37
1505.0,-8.94,-21.55
1505.01,-8.9,-21.72
1505.02,-8.87,-21.88
1505.03,-8.83,-22.09
1505.04,-8.78,-22.3
1505.05,-8.75,-22.51
1505.06,-8.72,-22.77
1505.07,-8.69,-23.01
1505.08,-8.67,-23.28
1505.09,-8.63,-23.58
1505.1,-8.59,-23.91
1505.11,-8.58,-24.25
1505.12,-8.56,-24.54
1505.13,-8.57,-24.87
1505.14,-8.55,-25.29
1505.15,-8.54,-25.68
1505.16,-8.52,-26.05
1505.17,-8.54,-26.44
1505.18,-8.54,-26.95
1505.19,-8.57,-27.45
1505.2,-8.59,-27.97
1505.21,-8.61,-28.44
1505.22,-8.62,-29.02
1505.23,-8.66,-29.7
1505.24,-8.7,-30.28
1505.25,-8.74,-31.02
1505.26,-8.76,-31.75
1505.27,-8.79,-32.55
1505.28,-8.84,-33.3
1505.29,-8.9,-34.04
1505.3,-8.95,-34.75
1505.31,-8.96,-35.31
1505.32,-9.0,-35.64
1505.33,-9.07,-35.76
1505.34,-9.15,-35.65
1505.35,-9.24,-35.27
1505.36,-9.26,-34.74
1505.37,-9.3,-34.01
1505.38,-9.37,-33.31
1505.39,-9.49,-32.61
1505.4,-9.59,-31.83
1505.41,-9.61,-31.06
1505.42,-9.6,-30.35
1505.43,-9.65,-29.7
1505.44,-9.74,-29.07
1505.45,-9.85,-28.6
1505.46,-9.85,-27.99
1505.47,-9.82,-27.46
1505.48,-9.78,-27.01
1505.49,-9.8,-26.5
1505.5,-9.85,-26.09
1505.51,-9.87,-25.63
1505.52,-9.82,-25.26
1505.53,-9.75,-24.83
1505.54,-9.7,-24.48
1505.55,-9.72,-24.2
1505.56,-9.72,-23.82
1505.57,-9.72,-23.52
1505.58,-9.67,-23.25
1505.59,-9.58,-23.02
1505.6,-9.55,-22.72
1505.61,-9.56,-22.46
1505.62,-9.53,-22.23
1505.63,-9.5,-22.05
1505.64,-9.44,-21.87
1505.65,-9.4,-21.68
1505.66,-9.37,-21.52
1505.67,-9.36,-21.37
1505.68,-9.33,-21.24
1505.69,-9.3,-21.13
1505.7,-9.25,-20.98
1505.71,-9.22,-20.84
1505.72,-9.17,-20.74
1505.73,-9.16,-20.6
1505.74,-9.1,-20.54
1505.75,-9.05,-20.47
1505.76,-9.03,-20.36
1505.77,-8.99,-20.29
1505.78,-8.96,-20.25
1505.79,-8.91,-20.16
1505.8,-8.87,-20.08
1505.81,-8.84,-20.06
1505.82,-8.81,-20.0
1505.83,-8.8,-19.9
1505.84,-8.76,-19.89
1505.85,-8.74,-19.84
1505.86,-8.7,-19.83
1505.87,-8.69,-19.85
1505.88,-8.67,-19.82
1505.89,-8.65,-19.8
1505.9,-8.63,-19.85
1505.91,-8.62,-19.86
1505.92,-8.63,-19.88
1505.93,-8.63,-19.93
1505.94,-8.62,-20.02
1505.95,-8.62,-20.09
1505.96,-8.62,-20.21
1505.97,-8.65,-20.27
1505.98,-8.67,-20.36
1505.99,-8.68,-20.46
1506.0,-8.69,-20.6
1506.01,-8.72,-20.71
1506.02,-8.75,-20.88
1506.03,-8.77,-21.02
1506.04,-8.78,-21.13
1506.05,-8.8,-21.34
1506.06,-8.82,-21.55
1506.07,-8.87,-21.69
1506.08,-8.93,-21.86
1506.09,-8.98,-22.01
1506.1,-8.99,-22.2
1506.11,-9.02,-22.42
1506.12,-9.08,-22.6
1506.13,-9.19,-22.81
1506.14,-9.25,-23.07
1506.15,-9.29,-23.32
1506.16,-9.31,-23.57
1506.17,-9.38,-23.82
1506.18,-9.5,-24.16
1506.19,-9.63,-24.47
1506.2,-9.67,-24.81
1506.21,-9.65,-25.17
1506.22,-9.65,-25.59
1506.23,-9.74,-25.99
1506.24,-9.89,-26.54
1506.25,-9.93,-27.03
1506.26,-9.86,-27.49
1506.27,-9.8,-28.06
1506.28,-9.8,-28.67
1506.29,-9.91,-29.2
1506.3,-9.96,-29.9
1506.31,-9.92,-30.53
1506.32,-9.81,-31.34
1506.33,-9.73,-32.1
1506.34,-9.73,-32.71
1506.35,-9.78,-33.5
1506.36,-9.75,-34.22
1506.37,-9.7,-34.82
1506.38,-9.6,-35.31
1506.39,-9.55,-35.57
1506.4,-9.56,-35.62
1506.41,-9.57,-35.43
1506.42,-9.52,-35.01
1506.43,-9.45,-34.46
1506.44,-9.39,-33.7
1506.45,-9.37,-33.0
1506.46,-9.36,-32.25
1506.47,-9.34,-31.47
1506.48,-9.29,-30.69
1506.49,-9.25,-30.02
1506.5,-9.22,-29.36
1506.51,-9.2,-28.8
1506.52,-9.18,-28.22
1506.53,-9.14,-27.69
1506.54,-9.11,-27.25
1506.55,-9.05,-26.77
1506.56,-9.03,-26.3
1506.57,-9.0,-25.86
1506.58,-8.96,-25.51
1506.59,-8.95,-25.15
1506.6,-8.91,-24.79
1506.61,-8.88,-24.48
1506.62,-8.82,-24.22
1506.63,-8.82,-23.93
1506.64,-8.79,-23.65
1506.65,-8.77,-23.37
1506.66,-8.74,-23.13
1506.67,-8.74,-22.89
1506.68,-8.7,-22.7
1506.69,-8.69,-22.47
1506.7,-8.69,-22.26
1506.71,-8.68,-22.07
1506.72,-8.67,-21.89
1506.73,-8.67,-21.67
1506.74,-8.65,-21.55
1506.75,-8.65,-21.39
1506.76,-8.66,-21.18
1506.77,-8.68,-21.02
1506.78,-8.67,-20.94
1506.79,-8.69,-20.79
1506.8,-8.7,-20.64
1506.81,-8.7,-20.6
1506.82,-8.73,-20.49
1506.83,-8.74,-20.38
1506.84,-8.75,-20.32
1506.85,-8.81,-20.2
1506.86,-8.82,-20.16
1506.87,-8.84,-20.14
1506.88,-8.9,-20.09
1506.89,-8.93,-20.03
1506.9,-8.97,-20.03
1506.91,-9.01,-20.02
1506.92,-9.06,-19.99
1506.93,-9.13,-20.01
1506.94,-9.17,-20.0
1506.95,-9.21,-19.99
1506.96,-9.24,-20.04
1506.97,-9.3,-20.05
1506.98,-9.34,-20.06
1506.99,-9.38,-20.15
1507.0,-9.41,-20.19
1507.01,-9.46,-20.22
1507.02,-9.53,-20.26
1507.03,-9.6,-20.32
1507.04,-9.64,-20.37
1507.05,-9.65,-20.45
1507.06,-9.65,-20.53
1507.07,-9.69,-20.61
1507.08,-9.74,-20.74
1507.09,-9.79,-20.78
1507.1,-9.75,-20.9
1507.11,-9.72,-21.02
1507.12,-9.73,-21.1
1507.13,-9.75,-21.19
1507.14,-9.79,-21.3
1507.15,-9.76,-21.47
1507.16,-9.69,-21.63
1507.17,-9.64,-21.82
1507.18,-9.6,-22.02
1507.19,-9.61,-22.18
1507.2,-9.58,-22.43
1507.21,-9.57,-22.67
1507.22,-9.49,-22.9
1507.23,-9.44,-23.13
1507.24,-9.4,-23.43
1507.25,-9.39,-23.71
1507.26,-9.37,-23.98
1507.27,-9.32,-24.3
1507.28,-9.28,-24.68
1507.29,-9.22,-25.06
1507.3,-9.2,-25.37
1507.31,-9.18,-25.73
1507.32,-9.17,-26.17
1507.33,-9.14,-26.56
1507.34,-9.11,-26.96
1507.35,-9.07,-27.43
1507.36,-9.03,-27.99
1507.37,-9.02,-28.41
1507.38,-8.99,-28.96
1507.39,-8.96,-29.59
1507.4,-8.9,-30.13
1507.41,-8.89,-30.74
1507.42,-8.88,-31.43
1507.43,-8.85,-32.19
1507.44,-8.83,-33.02
1507.45,-8.8,-33.72
1507.46,-8.77,-34.52
1507.47,-8.76,-35.22
1507.48,-8.76,-35.8
1507.49,-8.76,-36.13
1507.5,-8.73,-36.21
1507.51,-8.7,-36.07
1507.52,-8.7,-35.66
1507.53,-8.72,-35.09
1507.54,-8.72,-34.29
1507.55,-8.73,-33.55
1507.56,-8.74,-32.8
1507.57,-8.73,-31.97
1507.58,-8.75,-31.25
1507.59,-8.77,-30.52
1507.6,-8.79,-29.9
1507.61,-8.8,-29.28
1507.62,-8.81,-28.69
1507.63,-8.83,-28.2
1507.64,-8.87,-27.69
1507.65,-8.89,-27.19
1507.66,-8.89,-26.73
1507.67,-8.91,-26.31
1507.68,-8.95,-25.88
1507.69,-8.98,-25.54
1507.7,-9.03,-25.17
1507.71,-9.06,-24.83
1507.72,-9.1,-24.44
1507.73,-9.12,-24.16
1507.74,-9.18,-23.85
1507.75,-9.26,-23.6
1507.76,-9.3,-23.35
1507.77,-9.34,-23.08
1507.78,-9.37,-22.89
1507.79,-9.39,-22.67
1507.8,-9.46,-22.44
1507.81,-9.55,-22.27
1507.82,-9.59,-22.1
1507.83,-9.61,-21.94
1507.84,-9.62,-21.79
1507.85,-9.66,-21.64
1507.86,-9.75,-21.49
1507.87,-9.8,-21.34
1507.88,-9.75,-21.24
1507.89,-9.72,-21.11
1507.9,-9.71,-21.0
1507.91,-9.74,-20.89
1507.92,-9.8,-20.76
1507.93,-9.78,-20.68
1507.94,-9.72,-20.56
1507.95,-9.64,-20.45
1507.96,-9.61,-20.39
1507.97,-9.6,-20.3
1507.98,-9.61,-20.19
1507.99,-9.58,-20.13
1508.0,-9.52,-20.07
1508.01,-9.49,-20.0
1508.02,-9.45,-19.98
1508.03,-9.46,-19.94
1508.04,-9.41,-19.91
1508.05,-9.38,-19.91
1508.06,-9.33,-19.91
1508.07,-9.29,-19.88
1508.08,-9.25,-19.92
1508.09,-9.24,-19.92
1508.1,-9.22,-19.91
1508.11,-9.2,-19.97
1508.12,-9.16,-20.01
1508.13,-9.13,-20.05
1508.14,-9.1,-20.13
1508.15,-9.09,-20.18
1508.16,-9.07,-20.21
1508.17,-9.04,-20.3
1508.18,-8.99,-20.33
1508.19,-8.92,-20.42
1508.2,-8.89,-20.51
1508.21,-8.88,-20.6
1508.22,-8.86,-20.71
1508.23,-8.83,-20.84
1508.24,-8.81,-20.92
1508.25,-8.77,-21.01
1508.26,-8.76,-21.13
1508.27,-8.76,-21.25
1508.28,-8.74,-21.39
1508.29,-8.71,-21.6
1508.3,-8.69,-21.77
1508.31,-8.69,-21.92
1508.32,-8.69,-22.11
1508.33,-8.69,-22.28
1508.34,-8.7,-22.46
1508.35,-8.7,-22.66
1508.36,-8.7,-22.88
1508.37,-8.71,-23.06
1508.38,-8.74,-23.25
1508.39,-8.74,-23.54
1508.4,-8.76,-23.8
1508.41,-8.76,-24.11
1508.42,-8.79,-24.41
1508.43,-8.81,-24.67
1508.44,-8.82,-25.08
1508.45,-8.84,-25.39
1508.46,-8.86,-25.75
1508.47,-8.89,-26.1
1508.48,-8.91,-26.56
1508.49,-8.93,-27.0
1508.5,-8.97,-27.44
1508.51,-9.0,-27.9
1508.52,-9.05,-28.44
1508.53,-9.08,-28.96
1508.54,-9.15,-29.55
1508.55,-9.23,-30.07
1508.56,-9.28,-30.62
1508.57,-9.31,-31.33
1508.58,-9.35,-32.01
1508.59,-9.4,-32.68
1508.6,-9.49,-33.29
1508.61,-9.54,-34.01
1508.62,-9.58,-34.59
1508.63,-9.59,-35.12
1508.64,-9.66,-35.42
1508.65,-9.73,-35.63
1508.66,-9.8,-35.58
1508.67,-9.8,-35.38
1508.68,-9.75,-35.03
1508.69,-9.72,-34.57
1508.7,-9.77,-33.97
1508.71,-9.81,-33.23
1508.72,-9.82,-32.56
1508.73,-9.79,-31.99
1508.74,-9.71,-31.26
1508.75,-9.71,-30.54
1508.76,-9.71,-29.93
1508.77,-9.68,-29.43
1508.78,-9.65,-28.97
1508.79,-9.59,-28.41
1508.8,-9.53,-27.96
1508.81,-9.51,-27.54
1508.82,-9.51,-27.1
1508.83,-9.48,-26.66
1508.84,-9.43,-26.25
1508.85,-9.39,-25.89
1508.86,-9.34,-25.47
1508.87,-9.33,-25.23
1508.88,-9.31,-24.92
1508.89,-9.27,-24.58
1508.9,-9.22,-24.23
1508.91,-9.17,-23.98
1508.92,-9.15,-23.72
1508.93,-9.12,-23.46
1508.94,-9.1,-23.19
1508.95,-9.08,-22.88
1508.96,-9.04,-22.66
1508.97,-8.99,-22.47
1508.98,-8.96,-22.25
1508.99,-8.95,-22.08
1509.0,-8.93,-21.91
1509.01,-8.91,-21.71
1509.02,-8.87,-21.55
1509.03,-8.84,-21.38
1509.04,-8.83,-21.2
1509.05,-8.83,-21.06
1509.06,-8.8,-20.97
1509.07,-8.76,-20.85
1509.08,-8.75,-20.75
1509.09,-8.74,-20.68
1509.1,-8.75,-20.57
1509.11,-8.75,-20.51
1509.12,-8.72,-20.46
1509.13,-8.72,-20.35
1509.14,-8.72,-20.31
1509.15,-8.72,-20.26
1509.16,-8.73,-20.22
1509.17,-8.74,-20.18
1509.18,-8.74,-20.15
1509.19,-8.74,-20.08
1509.2,-8.75,-20.04
1509.21,-8.77,-20.01
1509.22,-8.81,-19.93
1509.23,-8.81,-19.91
1509.24,-8.82,-19.9
1509.25,-8.83,-19.84
1509.26,-8.87,-19.86
1509.27,-8.89,-19.87
1509.28,-8.91,-19.84
1509.29,-8.94,-19.85
1509.3,-8.98,-19.86
1509.31,-9.03,-19.9
