L,O,1
1501.93,-6.62,-37.74
1501.94,-6.6,-37.69
1501.95,-6.53,-37.72
1501.96,-6.5,-37.7
1501.97,-6.45,-37.75
1501.98,-6.44,-37.71
1501.99,-6.4,-37.75
1502.0,-6.38,-37.77
1502.01,-6.34,-37.73
1502.02,-6.3,-37.8
1502.03,-6.29,-37.7
1502.04,-6.24,-37.78
1502.05,-6.21,-37.7
1502.06,-6.17,-37.77
1502.07,-6.15,-37.75
1502.08,-6.09,-37.78
1502.09,-6.08,-37.69
1502.1,-6.02,-37.78
1502.11,-5.98,-37.74
1502.12,-5.96,-37.68
1502.13,-5.95,-37.62
1502.14,-5.93,-37.61
1502.15,-5.89,-37.64
1502.16,-5.89,-37.56
1502.17,-5.93,-37.51
1502.18,-6.15,-37.61
1502.19,-6.37,-37.53
1502.2,-6.35,-37.54
1502.21,-6.34,-37.55
1502.22,-6.32,-37.56
1502.23,-6.31,-37.58
1502.24,-6.28,-37.56
1502.25,-6.23,-37.55
1502.26,-6.15,-37.54
1502.27,-6.06,-37.51
1502.28,-5.96,-37.4
1502.29,-5.82,-37.37
1502.3,-5.74,-37.4
1502.31,-5.76,-37.37
1502.32,-5.75,-37.39
1502.33,-5.64,-37.35
1502.34,-5.55,-37.39
1502.35,-5.52,-37.35
1502.36,-5.5,-37.34
1502.37,-5.51,-37.32
1502.38,-5.51,-37.37
1502.39,-5.59,-37.37
1502.4,-5.69,-37.29
1502.41,-5.83,-37.27
1502.42,-5.99,-37.25
1502.43,-6.11,-37.22
1502.44,-6.22,-37.25
1502.45,-6.34,-37.23
1502.46,-6.41,-37.18
1502.47,-6.46,-37.26
1502.48,-6.49,-37.32
1502.49,-6.51,-37.3
1502.5,-6.51,-37.26
1502.51,-6.52,-37.29
1502.52,-6.53,-37.3
1502.53,-6.51,-37.21
1502.54,-6.48,-37.22
1502.55,-6.45,-37.2
1502.56,-6.46,-37.13
1502.57,-6.43,-37.16
1502.58,-6.42,-37.14
1502.59,-6.41,-37.1
1502.6,-6.41,-37.09
1502.61,-6.4,-37.17
1502.62,-6.39,-37.1
1502.63,-6.41,-36.99
1502.64,-6.41,-37.04
1502.65,-6.41,-36.98
1502.66,-6.39,-36.97
1502.67,-6.39,-36.88
1502.68,-6.41,-36.86
1502.69,-6.41,-36.79
1502.7,-6.38,-36.83
1502.71,-6.36,-36.83
1502.72,-6.35,-36.83
1502.73,-6.35,-36.85
1502.74,-6.33,-36.85
1502.75,-6.31,-36.88
1502.76,-6.28,-36.91
1502.77,-6.25,-36.87
1502.78,-6.22,-36.86
1502.79,-6.18,-36.91
1502.8,-6.16,-36.93
1502.81,-6.14,-36.89
1502.82,-6.09,-36.95
1502.83,-6.07,-36.89
1502.84,-6.16,-36.94
1502.85,-6.13,-36.92
1502.86,-6.12,-36.91
1502.87,-6.1,-36.95
1502.88,-6.05,-36.97
1502.89,-6.0,-36.96
1502.9,-5.96,-36.98
1502.91,-5.91,-37.02
1502.92,-5.91,-37.0
1502.93,-5.85,-36.99
1502.94,-5.84,-37.06
1502.95,-5.81,-37.02
1502.96,-5.8,-37.06
1502.97,-5.79,-37.05
1502.98,-5.77,-37.07
1502.99,-5.77,-37.1
1503.0,-5.71,-37.11
1503.01,-5.63,-37.06
1503.02,-5.56,-37.07
1503.03,-5.47,-37.09
1503.04,-5.31,-37.03
1503.05,-5.23,-37.05
1503.06,-5.2,-37.09
1503.07,-5.19,-37.09
1503.08,-5.22,-37.15
1503.09,-5.26,-37.15
1503.1,-5.36,-37.18
1503.11,-5.5,-37.2
1503.12,-5.71,-37.19
1503.13,-5.94,-37.18
1503.14,-6.15,-37.2
1503.15,-6.32,-37.27
1503.16,-6.46,-37.37
1503.17,-6.54,-37.37
1503.18,-6.59,-37.32
1503.19,-6.58,-37.35
1503.2,-6.59,-37.35
1503.21,-6.59,-37.41
1503.22,-6.57,-37.38
1503.23,-6.56,-37.4
1503.24,-6.54,-37.43
1503.25,-6.54,-37.41
1503.26,-6.51,-37.46
1503.27,-6.49,-37.56
1503.28,-6.51,-37.57
1503.29,-6.49,-37.64
1503.3,-6.48,-37.63
1503.31,-6.46,-37.67
1503.32,-6.47,-37.59
1503.33,-6.47,-37.68
1503.34,-6.45,-37.71
1503.35,-6.45,-37.75
1503.36,-6.44,-37.78
1503.37,-6.55,-37.75
1503.38,-6.96,-37.72
1503.39,-7.03,-37.75
1503.4,-6.96,-37.65
1503.41,-6.89,-37.69
1503.42,-6.82,-37.65
1503.43,-6.77,-37.66
1503.44,-6.7,-37.63
1503.45,-6.66,-37.61
1503.46,-6.6,-37.67
1503.47,-6.55,-37.64
1503.48,-6.51,-37.59
1503.49,-6.46,-37.61
1503.5,-6.42,-37.63
1503.51,-6.39,-37.61
1503.52,-6.35,-37.62
1503.53,-6.31,-37.56
1503.54,-6.26,-37.58
1503.55,-6.25,-37.61
1503.56,-6.23,-37.47
1503.57,-6.19,-37.45
1503.58,-6.16,-37.49
1503.59,-6.14,-37.45
1503.6,-6.1,-37.42
1503.61,-6.08,-37.34
1503.62,-6.05,-37.23
1503.63,-6.03,-37.18
1503.64,-6.0,-37.19
1503.65,-5.97,-37.19
1503.66,-5.94,-37.18
1503.67,-5.93,-37.12
1503.68,-5.91,-37.09
1503.69,-5.89,-37.07
1503.7,-5.9,-37.08
1503.71,-5.92,-37.07
1503.72,-5.89,-37.07
1503.73,-5.89,-37.0
1503.74,-5.91,-36.97
1503.75,-5.95,-36.91
1503.76,-5.94,-36.9
1503.77,-5.81,-36.91
1503.78,-5.74,-36.88
1503.79,-5.66,-36.89
1503.8,-5.54,-36.83
1503.81,-5.41,-36.86
1503.82,-5.37,-36.89
1503.83,-5.4,-36.85
1503.84,-5.37,-36.82
1503.85,-5.37,-36.85
1503.86,-5.41,-36.76
1503.87,-5.47,-36.8
1503.88,-5.58,-36.77
1503.89,-5.71,-36.75
1503.9,-5.83,-36.81
1503.91,-5.87,-36.82
1503.92,-5.91,-36.82
1503.93,-6.0,-36.8
1503.94,-6.22,-36.71
1503.95,-6.36,-36.7
1503.96,-6.44,-36.75
1503.97,-6.46,-36.73
1503.98,-6.51,-36.68
1503.99,-6.57,-36.66
1504.0,-6.6,-36.62
1504.01,-6.58,-36.62
1504.02,-6.53,-36.59
1504.03,-6.51,-36.65
1504.04,-6.53,-36.61
1504.05,-6.56,-36.59
1504.06,-6.58,-36.6
1504.07,-6.58,-36.63
1504.08,-6.58,-36.62
1504.09,-6.59,-36.65
1504.1,-6.61,-36.64
1504.11,-6.61,-36.65
1504.12,-6.58,-36.73
1504.13,-6.58,-36.68
1504.14,-6.57,-36.64
1504.15,-6.57,-36.63
1504.16,-6.56,-36.59
1504.17,-6.54,-36.59
1504.18,-6.53,-36.61
1504.19,-6.53,-36.58
1504.2,-6.51,-36.64
1504.21,-6.47,-36.62
1504.22,-6.46,-36.59
1504.23,-6.44,-36.65
1504.24,-6.4,-36.65
1504.25,-6.39,-36.66
1504.26,-6.35,-36.73
1504.27,-6.31,-36.73
1504.28,-6.3,-36.78
1504.29,-6.3,-36.75
1504.3,-6.27,-36.76
1504.31,-6.23,-36.76
1504.32,-6.26,-36.79
1504.33,-6.51,-36.86
1504.34,-6.48,-36.84
1504.35,-6.44,-36.92
1504.36,-6.42,-36.82
1504.37,-6.35,-36.9
1504.38,-6.32,-36.92
1504.39,-6.28,-36.92
1504.4,-6.25,-36.97
1504.41,-6.23,-36.99
1504.42,-6.19,-37.02
1504.43,-6.17,-37.08
1504.44,-6.13,-37.06
1504.45,-6.1,-37.1
1504.46,-6.09,-37.11
1504.47,-6.09,-37.13
1504.48,-6.09,-37.18
1504.49,-6.07,-37.16
1504.5,-6.03,-37.22
1504.51,-6.01,-37.24
1504.52,-6.0,-37.27
1504.53,-6.06,-37.37
1504.54,-6.1,-37.4
1504.55,-6.15,-37.43
1504.56,-6.2,-37.46
1504.57,-6.25,-37.49
1504.58,-6.39,-37.48
1504.59,-6.51,-37.43
1504.6,-6.44,-37.53
1504.61,-6.37,-37.58
1504.62,-6.3,-37.61
1504.63,-6.2,-37.63
1504.64,-6.09,-37.59
1504.65,-6.02,-37.58
1504.66,-5.91,-37.53
1504.67,-5.75,-37.61
1504.68,-5.74,-37.57
1504.69,-5.78,-37.58
1504.7,-5.75,-37.56
1504.71,-5.65,-37.59
1504.72,-5.57,-37.61
1504.73,-5.54,-37.59
1504.74,-5.54,-37.52
1504.75,-5.57,-37.57
1504.76,-5.63,-37.55
1504.77,-5.66,-37.51
1504.78,-5.76,-37.53
1504.79,-5.88,-37.5
1504.8,-6.01,-37.56
1504.81,-6.12,-37.58
1504.82,-6.2,-37.51
1504.83,-6.29,-37.52
1504.84,-6.37,-37.5
1504.85,-6.39,-37.5
1504.86,-6.44,-37.45
1504.87,-6.44,-37.49
1504.88,-6.45,-37.42
1504.89,-6.47,-37.39
1504.9,-6.48,-37.4
1504.91,-6.48,-37.32
1504.92,-6.49,-37.36
1504.93,-6.48,-37.35
1504.94,-6.49,-37.33
1504.95,-6.49,-37.33
1504.96,-6.46,-37.3
1504.97,-6.46,-37.23
1504.98,-6.44,-37.21
1504.99,-6.44,-37.2
1505.0,-6.44,-37.12
1505.01,-6.44,-37.05
1505.02,-6.42,-37.01
1505.03,-6.38,-36.97
1505.04,-6.37,-36.9
1505.05,-6.37,-36.95
1505.06,-6.37,-36.91
1505.07,-6.35,-36.89
1505.08,-6.34,-36.89
1505.09,-6.31,-36.86
1505.1,-6.3,-36.83
1505.11,-6.3,-36.83
1505.12,-6.27,-36.77
1505.13,-6.26,-36.8
1505.14,-6.23,-36.8
1505.15,-6.2,-36.73
1505.16,-6.16,-36.68
1505.17,-6.16,-36.68
1505.18,-6.15,-36.62
1505.19,-6.11,-36.59
1505.2,-6.07,-36.54
1505.21,-6.03,-36.55
1505.22,-6.01,-36.55
1505.23,-6.03,-36.49
1505.24,-6.08,-36.5
1505.25,-6.03,-36.51
1505.26,-6.04,-36.42
1505.27,-6.07,-36.47
1505.28,-6.03,-36.44
1505.29,-6.0,-36.34
1505.3,-5.97,-36.42
1505.31,-5.94,-36.34
1505.32,-5.94,-36.39
1505.33,-5.94,-36.35
1505.34,-5.96,-36.36
1505.35,-5.89,-36.39
1505.36,-5.82,-36.38
1505.37,-5.74,-36.39
1505.38,-5.69,-36.42
1505.39,-5.61,-36.43
1505.4,-5.49,-36.47
1505.41,-5.35,-36.53
1505.42,-5.36,-36.5
1505.43,-5.36,-36.53
1505.44,-5.37,-36.56
1505.45,-5.38,-36.55
1505.46,-5.41,-36.53
1505.47,-5.44,-36.51
1505.48,-5.52,-36.5
1505.49,-5.65,-36.46
1505.5,-5.8,-36.41
1505.51,-5.94,-36.38
1505.52,-6.09,-36.41
1505.53,-6.22,-36.42
1505.54,-6.34,-36.33
1505.55,-6.43,-36.39
1505.56,-6.49,-36.4
1505.57,-6.51,-36.35
1505.58,-6.51,-36.44
1505.59,-6.55,-36.4
1505.6,-6.57,-36.42
1505.61,-6.58,-36.46
1505.62,-6.58,-36.47
1505.63,-6.56,-36.45
1505.64,-6.55,-36.48
1505.65,-6.53,-36.53
1505.66,-6.55,-36.58
1505.67,-6.55,-36.56
1505.68,-6.53,-36.61
1505.69,-6.51,-36.6
1505.7,-6.51,-36.59
1505.71,-6.5,-36.64
1505.72,-6.48,-36.64
1505.73,-6.46,-36.64
1505.74,-6.43,-36.73
1505.75,-6.4,-36.72
1505.76,-6.39,-36.75
1505.77,-6.39,-36.75
1505.78,-6.37,-36.82
1505.79,-6.35,-36.81
1505.8,-6.32,-36.85
1505.81,-6.32,-36.85
1505.82,-6.32,-36.9
1505.83,-6.56,-36.96
1505.84,-6.65,-37.07
1505.85,-6.58,-37.06
1505.86,-6.56,-37.13
1505.87,-6.51,-37.16
1505.88,-6.46,-37.13
1505.89,-6.4,-37.18
1505.9,-6.37,-37.13
1505.91,-6.34,-37.23
1505.92,-6.33,-37.2
1505.93,-6.3,-37.19
1505.94,-6.29,-37.26
1505.95,-6.25,-37.31
1505.96,-6.25,-37.22
1505.97,-6.25,-37.24
1505.98,-6.23,-37.3
1505.99,-6.22,-37.28
1506.0,-6.17,-37.34
1506.01,-6.16,-37.34
1506.02,-6.16,-37.35
1506.03,-6.14,-37.37
1506.04,-6.13,-37.4
1506.05,-6.16,-37.49
1506.06,-6.24,-37.41
1506.07,-6.3,-37.46
1506.08,-6.31,-37.46
1506.09,-6.32,-37.45
1506.1,-6.33,-37.45
1506.11,-6.34,-37.45
1506.12,-6.35,-37.45
1506.13,-6.36,-37.44
1506.14,-6.37,-37.42
1506.15,-6.32,-37.47
1506.16,-6.22,-37.46
1506.17,-6.13,-37.41
1506.18,-6.03,-37.33
1506.19,-5.94,-37.38
1506.2,-5.83,-37.32
1506.21,-5.71,-37.38
1506.22,-5.66,-37.35
1506.23,-5.67,-37.31
1506.24,-5.63,-37.34
1506.25,-5.59,-37.29
1506.26,-5.55,-37.31
1506.27,-5.54,-37.31
1506.28,-5.59,-37.27
1506.29,-5.66,-37.23
1506.3,-5.69,-37.24
1506.31,-5.74,-37.17
1506.32,-5.8,-37.1
1506.33,-5.97,-37.02
1506.34,-6.12,-37.0
1506.35,-6.21,-36.95
1506.36,-6.23,-36.93
1506.37,-6.27,-36.83
1506.38,-6.36,-36.82
1506.39,-6.44,-36.8
1506.4,-6.5,-36.7
1506.41,-6.46,-36.75
1506.42,-6.44,-36.72
1506.43,-6.45,-36.7
1506.44,-6.51,-36.67
1506.45,-6.54,-36.63
1506.46,-6.53,-36.61
1506.47,-6.5,-36.57
1506.48,-6.48,-36.53
1506.49,-6.49,-36.48
1506.5,-6.53,-36.47
1506.51,-6.51,-36.41
1506.52,-6.5,-36.43
1506.53,-6.46,-36.3
1506.54,-6.47,-36.28
1506.55,-6.5,-36.24
1506.56,-6.51,-36.23
1506.57,-6.49,-36.16
1506.58,-6.46,-36.13
1506.59,-6.44,-36.17
1506.6,-6.44,-36.12
1506.61,-6.45,-36.1
1506.62,-6.43,-36.09
1506.63,-6.4,-36.13
1506.64,-6.38,-36.12
1506.65,-6.36,-36.09
1506.66,-6.34,-36.09
1506.67,-6.33,-36.02
1506.68,-6.3,-36.09
1506.69,-6.27,-36.07
1506.7,-6.26,-36.08
1506.71,-6.22,-36.09
1506.72,-6.21,-36.11
1506.73,-6.16,-36.06
1506.74,-6.16,-36.1
1506.75,-6.14,-36.09
1506.76,-6.11,-36.14
1506.77,-6.08,-36.14
1506.78,-6.14,-36.12
1506.79,-6.23,-36.1
1506.8,-6.19,-36.11
1506.81,-6.17,-36.15
1506.82,-6.2,-36.09
1506.83,-6.28,-36.08
1506.84,-6.37,-36.16
1506.85,-6.33,-36.17
1506.86,-6.33,-36.17
1506.87,-6.32,-36.23
1506.88,-6.31,-36.25
1506.89,-6.3,-36.23
1506.9,-6.27,-36.26
1506.91,-6.27,-36.31
1506.92,-6.03,-36.35
1506.93,-5.66,-36.4
1506.94,-5.7,-36.42
1506.95,-5.71,-36.43
1506.96,-5.64,-36.44
1506.97,-5.56,-36.48
1506.98,-5.48,-36.48
1506.99,-5.36,-36.54
1507.0,-5.24,-36.53
1507.01,-5.19,-36.65
1507.02,-5.19,-36.66
1507.03,-5.19,-36.69
1507.04,-5.2,-36.72
1507.05,-5.24,-36.7
1507.06,-5.33,-36.74
1507.07,-5.43,-36.71
1507.08,-5.54,-36.7
1507.09,-5.68,-36.74
1507.1,-5.87,-36.72
1507.11,-6.07,-36.81
1507.12,-6.24,-36.8
1507.13,-6.34,-36.82
1507.14,-6.39,-36.83
1507.15,-6.45,-36.86
1507.16,-6.53,-36.93
1507.17,-6.58,-36.93
1507.18,-6.58,-36.99
1507.19,-6.56,-36.96
1507.2,-6.54,-37.0
1507.21,-6.55,-37.1
1507.22,-6.58,-37.08
1507.23,-6.57,-37.05
1507.24,-6.54,-37.14
1507.25,-6.51,-37.16
1507.26,-6.51,-37.1
1507.27,-6.51,-37.13
1507.28,-6.51,-37.09
1507.29,-6.51,-37.2
1507.3,-6.46,-37.26
1507.31,-6.43,-37.23
1507.32,-6.39,-37.28
1507.33,-6.42,-37.23
1507.34,-6.41,-37.22
1507.35,-6.39,-37.18
1507.36,-6.36,-37.2
1507.37,-6.32,-37.24
1507.38,-6.76,-37.26
1507.39,-6.83,-37.28
1507.4,-6.77,-37.29
1507.41,-6.72,-37.27
1507.42,-6.65,-37.29
1507.43,-6.61,-37.33
1507.44,-6.55,-37.32
1507.45,-6.51,-37.36
1507.46,-6.49,-37.32
1507.47,-6.46,-37.33
1507.48,-6.43,-37.22
1507.49,-6.38,-37.29
1507.5,-6.36,-37.29
1507.51,-6.34,-37.21
1507.52,-6.32,-37.14
1507.53,-6.3,-37.15
1507.54,-6.28,-37.15
1507.55,-6.26,-37.12
1507.56,-6.23,-37.09
1507.57,-6.23,-37.09
1507.58,-6.2,-37.08
1507.59,-6.16,-37.11
1507.6,-6.16,-37.05
1507.61,-6.21,-36.95
1507.62,-6.23,-36.93
1507.63,-6.23,-36.85
1507.64,-6.26,-36.78
1507.65,-6.28,-36.75
1507.66,-6.29,-36.74
1507.67,-6.29,-36.73
1507.68,-6.3,-36.72
1507.69,-6.3,-36.71
1507.7,-6.31,-36.7
1507.71,-6.31,-36.69
1507.72,-6.31,-36.65
1507.73,-6.26,-36.6
1507.74,-6.17,-36.54
1507.75,-6.08,-36.57
1507.76,-5.98,-36.5
1507.77,-5.89,-36.49
1507.78,-5.82,-36.5
1507.79,-5.75,-36.44
1507.8,-5.66,-36.48
1507.81,-5.59,-36.44
1507.82,-5.55,-36.45
1507.83,-5.56,-36.43
1507.84,-5.54,-36.4
1507.85,-5.53,-36.38
1507.86,-5.56,-36.4
1507.87,-5.58,-36.35
1507.88,-5.64,-36.28
1507.89,-5.67,-36.29
1507.9,-5.77,-36.22
1507.91,-5.86,-36.16
1507.92,-5.95,-36.08
1507.93,-6.02,-36.09
1507.94,-6.13,-36.08
1507.95,-6.22,-35.99
1507.96,-6.27,-35.99
1507.97,-6.29,-35.96
1507.98,-6.3,-35.97
1507.99,-6.34,-35.93
1508.0,-6.4,-35.93
1508.01,-6.45,-35.93
1508.02,-6.46,-35.86
1508.03,-6.46,-35.84
1508.04,-6.46,-35.84
1508.05,-6.49,-35.83
1508.06,-6.51,-35.78
1508.07,-6.51,-35.83
1508.08,-6.51,-35.79
1508.09,-6.48,-35.76
1508.1,-6.47,-35.76
1508.11,-6.51,-35.71
1508.12,-6.51,-35.71
1508.13,-6.49,-35.72
1508.14,-6.46,-35.7
1508.15,-6.4,-35.75
1508.16,-6.39,-35.75
1508.17,-6.39,-35.76
1508.18,-6.38,-35.76
1508.19,-6.37,-35.74
1508.2,-6.36,-35.72
1508.21,-6.32,-35.75
1508.22,-6.3,-35.81
1508.23,-6.28,-35.85
1508.24,-6.27,-35.87
1508.25,-6.25,-35.92
1508.26,-6.21,-35.89
1508.27,-6.19,-35.91
1508.28,-6.17,-35.98
1508.29,-6.16,-36.0
1508.3,-6.15,-36.0
1508.31,-6.1,-36.02
1508.32,-6.07,-36.08
1508.33,-5.87,-36.15
1508.34,-5.58,-36.25
1508.35,-5.54,-36.24
1508.36,-5.51,-36.3
1508.37,-5.47,-36.36
1508.38,-5.44,-36.36
1508.39,-5.44,-36.38
1508.4,-5.42,-36.44
1508.41,-5.4,-36.4
1508.42,-5.32,-36.47
1508.43,-5.28,-36.5
1508.44,-5.3,-36.48
1508.45,-5.3,-36.57
1508.46,-5.34,-36.58
1508.47,-5.37,-36.55
1508.48,-5.37,-36.6
1508.49,-5.42,-36.62
1508.5,-5.47,-36.65
1508.51,-5.52,-36.67
1508.52,-5.59,-36.68
1508.53,-5.65,-36.7
1508.54,-5.73,-36.68
1508.55,-5.83,-36.75
1508.56,-5.94,-36.8
1508.57,-6.04,-36.87
1508.58,-6.11,-36.86
1508.59,-6.19,-36.93
1508.6,-6.28,-36.96
1508.61,-6.37,-36.96
1508.62,-6.42,-36.99
1508.63,-6.45,-37.13
1508.64,-6.48,-37.11
1508.65,-6.53,-37.23
1508.66,-6.58,-37.24
1508.67,-6.6,-37.29
1508.68,-6.58,-37.35
1508.69,-6.57,-37.33
1508.7,-6.55,-37.39
1508.71,-6.57,-37.35
1508.72,-6.58,-37.39
1508.73,-6.54,-37.39
1508.74,-6.51,-37.44
1508.75,-6.49,-37.41
1508.76,-6.5,-37.39
1508.77,-6.64,-37.39
1508.78,-7.37,-37.35
1508.79,-7.24,-37.42
1508.8,-7.08,-37.44
1508.81,-6.95,-37.43
1508.82,-6.86,-37.39
1508.83,-6.76,-37.41
1508.84,-6.67,-37.4
1508.85,-6.62,-37.35
1508.86,-6.57,-37.31
1508.87,-6.5,-37.2
1508.88,-6.46,-37.05
1508.89,-6.43,-37.08
1508.9,-6.39,-37.02
1508.91,-6.67,-36.9
1508.92,-6.97,-36.83
1508.93,-6.91,-36.79
1508.94,-6.82,-36.71
1508.95,-6.75,-36.68
1508.96,-6.71,-36.59
1508.97,-6.65,-36.57
1508.98,-6.61,-36.51
1508.99,-6.56,-36.45
1509.0,-6.52,-36.44
1509.01,-6.46,-36.45
1509.02,-6.41,-36.38
1509.03,-6.4,-36.34
1509.04,-6.35,-36.32
1509.05,-6.33,-36.21
1509.06,-6.29,-36.14
1509.07,-6.25,-36.16
1509.08,-6.23,-36.09
1509.09,-6.21,-36.03
1509.1,-6.17,-36.05
1509.11,-6.16,-36.02
1509.12,-6.11,-36.0
1509.13,-6.1,-35.99
1509.14,-6.1,-35.98
1509.15,-6.1,-35.98
1509.16,-6.1,-35.97
1509.17,-6.1,-35.96
1509.18,-6.1,-35.95
1509.19,-6.1,-35.95
1509.2,-6.1,-35.94
1509.21,-6.15,-35.9
1509.22,-6.22,-35.85
1509.23,-6.12,-35.8
1509.24,-5.63,-35.88
1509.25,-5.55,-35.9
1509.26,-5.59,-35.87
1509.27,-5.89,-35.77
1509.28,-6.3,-35.65
1509.29,-6.21,-35.69
1509.3,-6.12,-35.67
1509.31,-6.04,-35.58
